PrimaryDI|sterilizationMethod
00842180137813|Moist Heat or Steam Sterilization
00842180137806|Moist Heat or Steam Sterilization
00842180137790|Moist Heat or Steam Sterilization
00842180137783|Moist Heat or Steam Sterilization
00842180137776|Moist Heat or Steam Sterilization
00842180137769|Moist Heat or Steam Sterilization
00842180137752|Moist Heat or Steam Sterilization
00842180137745|Moist Heat or Steam Sterilization
00842180137738|Moist Heat or Steam Sterilization
00842180137721|Moist Heat or Steam Sterilization
00842180137714|Moist Heat or Steam Sterilization
00842180137707|Moist Heat or Steam Sterilization
00842180137691|Moist Heat or Steam Sterilization
00842180137684|Moist Heat or Steam Sterilization
00842180137677|Moist Heat or Steam Sterilization
00842180137660|Moist Heat or Steam Sterilization
00842180137653|Moist Heat or Steam Sterilization
00842180137646|Moist Heat or Steam Sterilization
00842180137639|Moist Heat or Steam Sterilization
00842180137622|Moist Heat or Steam Sterilization
00842180137615|Moist Heat or Steam Sterilization
00842180137608|Moist Heat or Steam Sterilization
00842180137592|Moist Heat or Steam Sterilization
00842180137585|Moist Heat or Steam Sterilization
00842180137578|Moist Heat or Steam Sterilization
00842180137561|Moist Heat or Steam Sterilization
00842180137554|Moist Heat or Steam Sterilization
00842180137547|Moist Heat or Steam Sterilization
00842180137530|Moist Heat or Steam Sterilization
00842180137523|Moist Heat or Steam Sterilization
00842180137516|Moist Heat or Steam Sterilization
00842180137509|Moist Heat or Steam Sterilization
00842180137493|Moist Heat or Steam Sterilization
00842180137486|Moist Heat or Steam Sterilization
00842180137479|Moist Heat or Steam Sterilization
00842180137462|Moist Heat or Steam Sterilization
00842180137455|Moist Heat or Steam Sterilization
